ENG	FR	eng_stem	fr_stem	ratio_similarity
incorporate	intégrer	incorpor	integr	43
incriminate	incriminer	incrimin	incrimin	100
incubate	incuber	incub	incub	100
inculcate	inculquer	inculc	inculqu	77
indelicate	indélicat	indel	indélicat	57
indeterminate	indéterminé	indetermin	indétermin	90
indicate	indiquer	indic	indiqu	73
indiscriminate	aveugle	indiscrimin	aveugl	0
indoctrinate	endoctriner	indoctrin	endoctrin	89
inebriate	enivrer	inebri	enivr	36
infatuate	tourner la tête	infatu	tourner la têt	30
infiltrate	infiltrer	infiltr	infiltr	100
inflate	gonfler	inflat	gonfl	55
infuriate	exaspérer	infuri	exasper	15
ingrate	ingrat	ingrat	ingrat	100
ingratiate	ingratier	ingrati	ingrati	100
initiate	lancer	initi	lanc	22
inmate	détenu	inmat	détenu	18
innate	inné	innat	inné	67
innovate	innover	innov	innov	100
innumerate	innumer	innumer	innum	83
inoculate	inoculer	inocul	inocul	100
inordinate	excessif	inordin	excess	0
inquorate	se renseigner	inquor	se renseign	24
insinuate	insinuer	insinu	insinu	100
inspectorate	inspection	inspector	inspect	88
instantiate	instancier	instanti	instanci	88
instigate	susciter	instig	suscit	33
insubordinate	insubordonné	insubordin	insubordon	90
insulate	isoler	insul	isol	67
integrate	intégrer	integr	integr	100
intemperate	intempérant	intemper	intemper	100
intercollegiate	intercollégiale	intercollegi	intercollégial	85
intercommunicate	communiquer	intercommun	communiqu	60
intermediate	intermédiaire	intermedi	intermédiair	76
interpolate	interpoler	interpol	interpol	100
interrelate	interrelier	interrel	interreli	94
interrogate	interroger	interrog	interrog	100
intestate	intestat	intest	intestat	86
intimate	intime	intim	intim	100
intimidate	intimider	intimid	intimid	100
intoxicate	enivrer	intox	enivr	20
intricate	complexe	intric	complex	15
inundate	inonder	inund	inond	80
invalidate	invalider	invalid	invalid	100
invertebrate	invertébré	invertebr	invertebr	100
investigate	enquêter	investig	enquêt	29
inveterate	invétéré	inveter	invéter	86
invigilate	vigilant	invigil	vigil	83
invigorate	revigorer	invigor	revigor	71
inviolate	inviolé	inviol	inviol	100
irate	furieux	irat	furieux	18
irradiate	irradier	irradi	irradi	100
irrigate	irriguer	irrig	irrigu	91
irritate	irriter	irrit	irrit	100
isolate	isoler	isol	isol	100
iterate	répéter	iter	répet	22
jubilate	jubiler	jubil	jubil	100
karate	karaté	karat	karat	100
lacerate	lacérer	lacer	lacer	100
lactate	lactate	lactat	lactat	100
laminate	stratifié	lamin	stratifi	31
late	tard	late	tard	25
laureate	lauréat	laureat	lauréat	86
legate	légat	legat	légat	80
legislate	légiférer	legisl	légifer	46
legitimate	légitime	legitim	légitim	86
levitate	léviter	levit	lévit	80
liberate	libérer	liber	liber	100
librate	libérer	librat	liber	73
licentiate	licencié	licenti	licenci	86
liquidate	liquider	liquid	liquid	100
literate	alphabétisé	liter	alphabétis	27
litigate	plaider	litig	plaid	40
locate	Localiser	locat	localis	67
lubricate	lubrifier	lubric	lubrifi	77
lunate	lunaire	lunat	lunair	73
luxuriate	se prélasser	luxuri	se prélass	12
magistrate	magistrat	magistr	magistrat	88
magnate	magnat	magnat	magnat	100
mandate	mandat	mandat	mandat	100
manipulate	manipuler	manipul	manipul	100
margate	Margate	margat	margat	100
marinate	mariner	marin	marin	100
mate	copain	mate	copain	20
matriculate	matriculer	matricul	matricul	100
mediate	médiat	mediat	médiat	83
medicate	traiter	medic	trait	20
meditate	méditer	medit	médit	80
migrate	émigrer	migrat	émigr	73
militate	militer	milit	milit	100
miscalculate	mal calculer	miscalcul	mal calcul	74
misdate	mal dater	misdat	mal dat	62
mitigate	atténuer	mitig	atténu	18
moderate	modérer	moder	moder	100
modulate	moduler	modul	modul	100
motivate	motiver	motiv	motiv	100
mutate	subir une mutation	mutat	subir une mut	33
mutilate	mutiler	mutil	mutil	100
nameplate	plaque signalétique	namepl	plaque signalet	29
narrate	raconter	narrat	racont	50
nauseate	écœurer	nauseat	écœur	17
navigate	naviguer	navig	navigu	91
necessitate	nécessiter	necessit	nécessit	88
negate	nier	negat	ni	29
negotiate	négocier	negoti	négoci	67
neonate	nouveau-né	neonat	nouveau-n	40
nitrate	nitrate	nitrat	nitrat	100
nominate	désigner	nomin	désign	18
numberplate	Plaque d'immatriculation	numberpl	plaque d'immatricul	15
numerate	numéroter	numer	numérot	67
obdurate	inflexible	obdur	inflexibl	14
obfuscate	brouiller	obfusc	brouill	31
oblate	oblat	oblat	oblat	100
obligate	obliger	oblig	oblig	100
obliterate	effacer	obliter	effac	17
obstinate	obstiné	obstin	obstin	100
obviate	obvier	obviat	obvi	80
officiate	officier	offici	offici	100
operate	fonctionner	oper	fonction	17
opiate	opiacé	opiat	opiac	80
orate	discourir	orat	discour	36
orchestrate	orchestrer	orchestr	orchestr	100
ordinate	ordonnée	ordin	ordon	80
orientate	orienter	orient	orient	100
originate	provenir	origin	proven	33
ornate	orné	ornat	orné	67
oscillate	osciller	oscil	oscill	91
ovate	ovale	ovat	oval	75
overate	exagéré	over	exager	40
overcompensate	surcompenser	overcompens	surcompens	76
overestimate	surestimer	overestim	surestim	71
overrate	surévaluer	overr	surévalu	15
overstate	exagérer	overst	exager	33
oxalate	oxalate	oxal	oxalat	80
paginate	paginer	pagin	pagin	100
palate	palais	palat	pal	75
palatinate	palatinat	palatin	palatinat	88
palpate	palper	palpat	palp	80
palpitate	palpiter	palpit	palpit	100
participate	participer	particip	particip	100
particulate	particulaire	particul	particulair	84
passionate	passionné	passion	passion	100
pate	crâne	pate	crân	0
penetrate	pénétrer	penetr	pénetr	83
penultimate	pénultième	penultim	pénultiem	82
perambulate	parcourir	perambul	parcour	40
perchlorate	perchlorate	perchlor	perchlorat	89
percolate	filtrer	percol	filtr	18
perforate	perforer	perfor	perfor	100
permanganate	permanganate	permangan	permanganat	90
permeate	pénétrer	permeat	pénetr	46
perpetrate	perpétrer	perpetr	perpetr	100
perpetuate	perpétuer	perpetu	perpétu	86
phosphate	phosphate	phosphat	phosphat	100
pirate	pirate	pirat	pirat	100
placate	apaiser	placat	apais	36
plate	assiette	plate	assiet	36
playmate	camarade de jeu	playmat	camarade de jeu	27
pollinate	féconder	pollin	fécond	33
polycarbonate	polycarbonate	polycarbon	polycarbonat	91
pomegranate	Grenade	pomegran	grenad	43
pontificate	pontificat	pontif	pontificat	75
populate	peupler	popul	peupl	60
postgraduate	de troisième cycle	postgradu	de troisième cycl	15
postulate	postulat	postul	postulat	86
potentate	potentat	potent	potentat	86
preallocate	préallouer	prealloc	préallou	75
precipitate	précipité	precipit	précip	71
predate	antidater	predat	antidat	46
predicate	prédicat	predic	prédicat	71
predominate	prédominer	predomin	prédomin	88
prelate	prélat	prelat	prélat	83
premeditate	préméditer	premedit	prémédit	75
prevaricate	tergiverser	prevar	tergivers	40
primate	primate	primat	primat	100
private	privé	privat	priv	80
probate	homologation	probat	homolog	15
procrastinate	remettre à plus tard	procrastin	remettre à plus tard	13
procreate	procréer	procreat	procré	71
profligate	débauché	proflig	débauch	0
prognosticate	pronostiquer	prognost	pronostiqu	78
proliferate	proliférer	prolifer	prolifer	100
promulgate	promulguer	promulg	promulgu	93
propagate	propager	propag	propag	100
propionate	propionate	propion	propionat	88
propitiate	se concilier	propiti	se concili	35
proportionate	proportionné	proportion	proportion	100
prostate	prostate	prostat	prostat	100
prostrate	prostré	prostrat	prostr	86
protectorate	protectorat	protector	protectorat	90
proximate	proche	proxim	proch	55
pulsate	palpiter	pulsat	palpit	50
punctate	ponctuer	punctat	ponctu	62
punctuate	ponctuer	punctuat	ponctu	71
quadruplicate	quadruple	quadrupl	quadrupl	100
quorate	quorate	quorat	quorat	100
radiate	rayonner	radiat	rayon	36
rate	évaluer	rate	évalu	22
reactivate	réactiver	reactiv	réactiv	86
reallocate	réaffecter	realloc	réaffect	40
rebate	rabais	rebat	rab	50
recalculate	recalculer	recalcul	recalcul	100
recalibrate	recalibrer	recalibr	recalibr	100
recapitulate	récapituler	recapitul	récapitul	89
reciprocate	rendre	reciproc	rendr	46
recirculate	recirculer	recircul	recircul	100
recreate	recréer	recreat	recré	67
recriminate	récriminer	recrimin	récrimin	88
recuperate	récupérer	recuper	récuper	86
reformulate	reformuler	reformul	reformul	100
refrigerate	réfrigérer	refriger	réfriger	88
regelate	regeler	regel	regel	100
regenerate	régénérer	regener	régéner	71
regulate	réglementer	regul	réglement	29
regurgitate	régurgiter	regurgit	régurgit	88
rehabilitate	réhabiliter	rehabilit	réhabilit	89
rehydrate	réhydrater	rehydr	réhydrat	71
reincarnate	réincarner	reincarn	réincarn	88
reinstate	rétablir	reinstat	rétabl	43
reinvigorate	revigorer	reinvigor	revigor	88
reiterate	réitérer	reiter	réiter	83
rejuvenate	rajeunir	rejuven	rajeun	62
relate	rapporter	relat	rapport	50
relegate	reléguer	releg	relégu	73
relocate	déménager	reloc	déménag	0
remonstrate	protester	remonstr	protest	53
remunerate	rémunérer	remuner	rémuner	86
renegotiate	renégocier	renegoti	renégoci	75
renovate	rénover	renov	rénov	80
repatriate	rapatrier	repatri	rapatri	86
replicate	reproduire	replic	reproduir	53
repopulate	repeupler	repopul	repeupl	71
reprobate	réprouver	reprob	réprouv	62
repudiate	répudier	repudi	répudi	83
resonate	résonner	reson	réson	80
restate	reformuler	restat	reformul	29
resuscitate	réanimer	resuscit	réanim	29
retaliate	user de représailles	retali	user de représaill	33
reverberate	réverbérer	reverber	réverber	88
roommate	colocataire	roommat	colocatair	47
rotate	tourner	rotat	tourn	20
ruminate	ruminer	rumin	rumin	100
rusticate	renvoyer temporairement	rustic	renvoyer temporair	25
salivate	saliver	saliv	saliv	100
satiate	assouvir	satiat	assouv	17
saturate	saturer	satur	satur	100
scintillate	scintiller	scintil	scintill	93
secondrate	seconder	secondr	second	92
sedate	calme	sedat	calm	22
segregate	séparer	segreg	sépar	36
senate	sénat	senat	sénat	80
separate	séparé	separ	sépar	80
serrate	dentelé	serrat	dentel	33
shipmate	compagnon de bord	shipmat	compagnon de bord	17
silicate	silicate	silic	silicat	83
simulate	simuler	simul	simul	100
situate	situer	situat	situ	80
skate	patin	skate	patin	40
slate	ardoise	slate	ardois	18
sophisticate	sophistiqué	sophist	sophistiqu	82
spate	série	spate	ser	50
speculate	spéculer	specul	spécul	83
stablemate	compagnon d'écurie	stablem	compagnon d'écur	9
stagnate	stagner	stagnat	stagn	83
stalemate	impasse	stalem	impass	17
state	Etat	state	etat	67
stimulate	stimuler	stimul	stimul	100
stipulate	stipuler	stipul	stipul	100
subjugate	subjuguer	subjug	subjugu	92
sublimate	sublimé	sublim	sublim	100
subordinate	subalterne	subordin	subaltern	59
substantiate	justifier	substanti	justifi	50
substrate	substrat	substrat	substrat	100
suffocate	étouffer	suffoc	étouff	50
sugillate	suggérer	sugil	sugger	55
sulphate	sulfate	sulphat	sulfat	77
superannuate	mettre à la retraite	superannu	mettre à la retrait	21
superordinate	superordonné	superordin	superordon	90
superstate	superstate	superst	superstat	88
supplicate	supplier	supplic	suppli	92
surrogate	substitut	surrog	substitut	27
syndicate	syndicat	syndic	syndicat	86
tabulate	tabuler	tabul	tabul	100
tartrate	tartrate	tartrat	tartrat	100
teammate	coéquipier	teammat	coéquipi	0
temperate	tempéré	temper	temper	100
template	modèle	templat	model	33
terminate	mettre fin	termin	mettre fin	50
titillate	titiller	titil	titill	91
tolerate	tolérer	toler	toler	100
tollgate	péage	tollgat	péag	18
translate	Traduire	translat	traduir	40
transliterate	translitérer	transliter	transliter	100
triangulate	trianguler	triangul	triangul	100
triplicate	triplicata	triplic	triplicat	88
triumvirate	triumvirat	triumvir	triumvirat	89
truncate	tronquer	truncat	tronqu	46
ulcerate	ulcérer	ulcer	ulcer	100
ultimate	ultime	ultim	ultim	100
underestimate	sous-estimer	underestim	sous-estim	60
undergraduate	premier cycle	undergradu	premier cycl	18
underrate	méconnaître	underr	méconnaîtr	25
understate	minimiser	underst	minimis	29
undulate	onduler	undul	ondul	80
unfortunate	malheureux	unfortun	malheur	27
unregenerate	non régénéré	unregener	non régéner	60
update	mettre à jour	updat	mettre à jour	11
uprate	remonter	uprat	remont	36
vacate	quitter	vacat	quitt	20
vaccinate	vacciner	vaccin	vaccin	100
vacillate	vaciller	vacil	vacill	91
validate	valider	valid	valid	100
variate	varier	variat	vari	80
vegetate	végéter	veget	véget	80
venerate	vénérer	vener	véner	80
ventilate	ventiler	ventil	ventil	100
vertebrate	vertébré	vertebr	vertebr	100
vibrate	vibrer	vibrat	vibr	80
vindicate	justifier	vindic	justifi	31
violate	violer	violat	viol	80
vitiate	vicier	vitiat	vici	60
vituperate	vitupérer	vituper	vituper	100
vulgate	Vulgate	vulgat	vulgat	100
workmate	camarade de travail	workmat	camarade de travail	23
abscissa	abscisse	abscissa	absciss	93
acacia	acacia	acacia	acaci	91
academia	université	academia	univers	13
accra	Accra	accra	accra	100
addenda	addenda	addenda	addend	92
adenoma	adénome	adenoma	adénom	77
aegina	Egine	aegina	egin	80
africa	Afrique	africa	afriqu	67
aga	aga	aga	aga	100
agenda	ordre du jour	agenda	ordre du jour	21
agora	agora	agora	agor	89
agoraphobia	agoraphobie	agoraphobia	agoraphob	90
aha	aha	aha	aha	100
ala	ala	ala	ala	100
alabama	Alabama	alabama	alabam	92
alaska	Alaska	alaska	alask	91
albania	Albanie	albania	alban	83
alfalfa	luzerne	alfalfa	luzern	15
alga	algue	alga	algu	75
algebra	algèbre	algebra	algebr	92
algeria	Algérie	algeria	alger	83
alibaba	alibaba	alibaba	alibab	92
alluvia	alluvions	alluvia	alluv	83
aloha	aloha	aloha	aloh	89
alpaca	alpaga	alpaca	alpag	73
alpha	alpha	alpha	alpha	100
ambrosia	ambroisie	ambrosia	ambrois	80
amenorrhoea	aménorrhée	amenorrhoea	aménorrh	74
america	Amérique	america	amer	73
ammonia	ammoniac	ammonia	ammoniac	93
amnesia	amnésie	amnesia	amnes	83
amoeba	amibe	amoeba	amib	60
amphibia	amphibiens	amphibia	amphibien	82
amphora	amphore	amphora	amphor	92
ana	ana	ana	ana	100
anaconda	anaconda	anaconda	anacond	93
anaemia	anémie	anaemia	anem	73
anaesthesia	anesthésie	anaesthesia	anesthes	84
analgesia	analgésie	analgesia	analges	88
anaphora	anaphore	anaphora	anaphor	93
anathema	anathème	anathema	anathem	93
anemia	anémie	anemia	anem	80
angelica	angélique	angelica	angel	77
angina	angine	angina	angin	91
angola	angola	angola	angol	91
angora	angora	angora	angor	91
ankara	Ankara	ankara	ankar	91
anna	Anna	anna	anna	100
anorexia	anorexie	anorexia	anorex	86
antenna	antenne	antenna	anten	83
aorta	aorte	aorta	aort	89
aphasia	aphasie	aphasia	aphas	83
apnea	apnée	apnea	apné	67
apnoea	apnée	apnoea	apné	60
apologia	apologie	apologia	apolog	86
aqua	aqua	aqua	aqua	100
aquaria	aquariums	aquaria	aquarium	80
arabia	Saoudite	arabia	saoudit	31
arachnophobia	arachnophobie	arachnophobia	arachnophob	92
arcadia	arcadie	arcadia	arcad	83
arcana	arcanes	arcana	arcan	91
area	surface	area	surfac	20
arena	arène	arena	aren	89
aria	aria	aria	ari	86
arizona	Arizona	arizona	arizon	92
armada	armada	armada	armad	91
armenia	Arménie	armenia	armen	83
aroma	arôme	aroma	arôm	67
arrhythmia	arythmie	arrhythmia	arythm	75
asia	Asie	asia	asi	86
asphyxia	asphyxie	asphyxia	asphyx	86
aspidistra	aspidistra	aspidistra	aspidistr	95
assyria	Assyrie	assyria	assyr	83
asthma	asthme	asthma	asthme	83
athena	Athéna	athena	athen	91
atlanta	atlanta	atlanta	atlant	92
attila	Attila	attila	attil	91
aura	aura	aura	aur	86
aurora	aurore	aurora	auror	91
austria	L'Autriche	austria	l'autrich	62
automata	automates	automata	automat	93
azalea	azalée	azalea	azal	80
baa	bêlement	baa	bêl	33
bacteria	les bactéries	bacteria	les bacter	67
balaclava	cagoule	balaclava	cagoul	27
balalaika	balalaika	balalaika	balalaik	94
ballerina	ballerine	ballerina	ballerin	94
balsa	balsa	balsa	bals	89
banana	banane	banana	banan	91
bandanna	foulard	bandanna	foulard	27
barracuda	barracuda	barracuda	barracud	94
basilica	Basilique	basilica	basil	77
bavaria	Bavière	bavaria	bavi	73
bazooka	bazooka	bazooka	bazook	92
